time_UTC,az_deg,el_deg,az_rate_deg_s,el_rate_deg_s,slant_range_km,range_rate_km_s,subpoint_lat,subpoint_lon,subpoint_alt_km
2026-04-02 23:58:50.814,273.6895944543521,-21.805302033009806,-0.06093682195600064,0.04484599635083159,7291.506323751983,-0.726868003114822,22.850621015776746,-63.627461718929,1319.3720422307354
2026-04-03 00:08:50.814,241.14168191035594,0.569710687523357,-0.041709305578810175,0.02616829557812758,8366.534188864429,3.724432162339583,10.949594248588195,-36.34274434374208,4194.86728144369
2026-04-03 00:18:50.814,222.3550115993599,10.733263987948673,-0.02233679032555547,0.010035463845073238,11106.194204560847,5.066042474936551,3.066841711269154,-23.677031081527105,7426.691115183664
2026-04-03 00:28:50.814,212.05163283720574,14.62468848824025,-0.012299816714241579,0.003943537369897029,14224.328272030127,5.239457339756801,-1.9624694142725896,-16.90506705075535,10624.956817778007
2026-04-03 00:38:50.814,206.18358093917365,16.189809623096036,-0.007081348607676938,0.0016171529427078668,17338.64002886241,5.1206436918780724,-5.394438435756171,-13.007117721895042,13706.098024662788
2026-04-03 00:48:50.814,202.76280389700045,16.820898223762935,-0.004107428680550195,0.0006146200770960972,20356.98981155444,4.937314163374721,-7.885254977782389,-10.740901255601841,16659.870202808506
2026-04-03 00:58:50.814,200.80796602030196,17.027763656496987,-0.002263518039164067,0.00012803604052920563,23262.852445280863,4.750633303484817,-9.781436770296128,-9.50269398428344,19494.017326944846
2026-04-03 01:08:50.814,199.79606594520678,17.018045796832634,-0.0010413220782169294,-0.0001365286591430239,26060.317768423527,4.577261490792401,-11.27880289148382,-8.961376468471371,22220.012299162296
2026-04-03 01:18:50.814,199.42600115890124,16.884199175165836,-0.0001882225244787824,-0.00029824236413373347,28758.769165890648,4.42072578729095,-12.49548397939936,-8.918638950925185,24849.122768243436
2026-04-03 01:28:50.814,199.5125196291194,16.67006281946593,0.00043166258920709666,-0.0004099380667751232,31368.25923763798,4.280511821390634,-13.506816095981398,-9.247541819010507,27391.39694601733
2026-04-03 01:38:50.814,199.9352124007157,16.39723502519766,0.0008964635053218415,-0.0004966973297694406,33898.10780878296,4.154957235064433,-14.3630949640191,-9.862557553945237,29855.522536596898
2026-04-03 01:48:50.814,200.6121376211055,16.076507115004034,0.0012536700553840048,-0.0005710282192703418,36356.55463670179,4.042217100806768,-15.099205390335655,-10.703645070398863,32248.94584372368
2026-04-03 01:58:50.814,201.48531768975386,15.713197737178962,0.001533522824973025,-0.0006393643169427624,38750.76796234839,3.940579092387368,-15.740134614122889,-11.727205391397035,34578.055174625624
2026-04-03 02:08:50.814,202.5123943149875,15.309791724604988,0.001756047404386326,-0.0007050528206473347,41086.947605177775,3.848547080089164,-16.304262812680715,-12.900716030372507,36848.34586693011
2026-04-03 02:18:50.814,203.66151543713517,14.867305548151293,0.0019349632725223066,-0.0007698085155383241,43370.46561400449,3.764844973725104,-16.805434151610495,-14.199319766659585,39064.5774628876
2026-04-03 02:28:50.814,204.9081671144067,14.386018906891008,0.002079947495950112,-0.0008344587768491506,45605.98609395955,3.688392590186275,-17.25428170218085,-15.60365367762438,41230.89242910528
2026-04-03 02:38:50.814,206.23307598185698,13.865877329214324,0.0021980076524361156,-0.0008993392812000942,47797.578387701156,3.618276822415127,-17.65911968967068,-17.09835870785429,43350.92182593282
2026-04-03 02:48:50.814,207.6208351308127,13.306714159584962,0.0022943360670033904,-0.0009645123775586107,49948.804998236046,3.5537237097419827,-18.026546410306914,-18.6710801982573,45427.86387601626
2026-04-03 02:58:50.814,209.05893192175958,12.708375795557329,0.0023728643201551313,-0.001029890510757684,52062.802311869695,3.494074500600695,-18.3618732734997,-20.311734614590762,47464.55577906296
2026-04-03 03:08:50.814,210.5370937554638,12.070786513407482,0.0024366253760716217,-0.001095307541978257,54142.33836648679,3.4387651757106603,-18.669424615016002,-22.012007976365908,49463.52319514308
2026-04-03 03:18:50.814,212.046799308348,11.393982528735576,0.0024880031328352796,-0.0011605611427473986,56189.867029423505,3.387310264893267,-18.95276083832513,-23.76496826168278,51427.02742379851
2026-04-03 03:28:50.814,213.58092003578258,10.678127373639779,0.0025289026223501137,-0.0012254369129613744,58207.574403178885,3.3392899748645033,-19.214843815155472,-25.564774155544683,53357.10595696178
2026-04-03 03:38:50.814,215.13347618953787,9.92351083058037,0.0025608687085949384,-0.0012897237822222859,60197.406905730306,3.2943383422652364,-19.45815583939349,-27.40647667348452,55255.595178273594
