time_UTC,az_deg,el_deg,az_rate_deg_s,el_rate_deg_s,slant_range_km,range_rate_km_s
2026-06-18 10:40:13.816,98.77081,32.259193,0.002531435185185185,0.0027533333333333333,364216.934630032,0.1023031
2026-06-18 10:41:13.816,98.950418,32.423792,0.0025284259259259257,0.002738888888888889,364223.4002081162,0.1130636
2026-06-18 10:42:13.815,99.130166,32.587519,0.002526157407407407,0.0027241666666666664,364230.48637052736,0.1229822
2026-06-18 10:43:13.816,99.310108,32.750359,0.002524675925925926,0.002709212962962963,364238.14167354966,0.1320294
2026-06-18 10:44:13.816,99.490298,32.9123,0.002523935185185185,0.00269412037037037,364246.31307127414,0.1401793
2026-06-18 10:45:13.816,99.670793,33.073333,0.002523981481481481,0.0026788888888888886,364254.94581088016,0.1474016
2026-06-18 10:46:13.816,99.851649,33.233451,0.002524814814814815,0.002663564814814815,364263.9835732572,0.153677
2026-06-18 10:47:13.816,100.032923,33.392649,0.0025264351851851854,0.0026481944444444443,364273.36905194906,0.1589873
2026-06-18 10:48:13.816,100.214674,33.550925,0.0025288425925925925,0.0026327777777777777,364283.043568687,0.163307
2026-06-18 10:49:13.816,100.39696,33.708281,0.0025320833333333332,0.0026174074074074073,364292.94707039755,0.1666168
2026-06-18 10:50:13.816,100.579839,33.864717,0.0025360648148148148,0.002602083333333333,364303.018567525,0.1689063
2026-06-18 10:51:13.815,100.763371,34.020241,0.0025408333333333337,0.002586898148148148,364313.1969328833,0.1701795
2026-06-18 10:52:13.816,100.947612,34.17486,0.002546388888888889,0.002571898148148148,364323.4212741552,0.1704396
2026-06-18 10:53:13.815,101.132622,34.328584,0.0025527314814814813,0.0025570370370370374,364333.63101916295,0.169694
2026-06-18 10:54:13.816,101.318457,34.481426,0.0025598148148148147,0.0025424537037037035,364343.76583658106,0.1679401
2026-06-18 10:55:13.816,101.505174,34.633402,0.0025675925925925927,0.002528101851851852,364353.7648370844,0.1651661
2026-06-18 10:56:13.815,101.692829,34.784528,0.0025761574074074076,0.002514074074074074,364363.56694435014,0.1613814
2026-06-18 10:57:13.816,101.881475,34.934825,0.0025853703703703707,0.0025003703703703707,364373.11212325696,0.156604
2026-06-18 10:58:13.816,102.071167,35.084314,0.0025952314814814818,0.0024870833333333333,364382.3410717128,0.1508429
2026-06-18 10:59:13.816,102.261956,35.233018,0.002605787037037037,0.0024742129629629628,364391.1951443604,0.1441119
2026-06-18 11:00:13.816,102.453893,35.380963,0.0026169907407407405,0.0024617592592592595,364399.61682081857,0.136436
2026-06-18 11:01:13.816,102.647026,35.528176,0.0026287499999999996,0.0024497685185185182,364407.55045367125,0.1278514
